country,order_value_eur,cost,date,category,customer_name,sales_manager,sales_rep,device_type,order_id
France,144204.86,115262.94,2020-11-08,Books,Mcclure Inc,Othello Bowes,Amelina Piscopiello,Pc,56-7910696
France,36183.97,30579.07,2020-08-09,Books,"Bashirian, Okuneva And Bechtelar",Othello Bowes,Avrit Chanders,Mobile,91-4296427
Uk,47771.76,39234.95,2019-05-29,Beauty,Dibbert Inc,Jessamine Apark,Genevra Charrisson,Pc,70-8181545
Spain,44038.31,36252.34,2020-01-24,Electronics,Corwin And Sons,Emalia Dinse,Manuel Goudie,Pc,94-0775004
Sweden,116469.33,95190.38,2020-01-31,Outdoors,"Hermiston, Simonis And Wisoky",Maxie Marrow,Caro Morfield,Pc,89-3466746
Uk,227856.66,199010.01,2020-07-20,Electronics,"Keeling, Monahan And Pollich",Jessamine Apark,Jay Morefield,Pc,11-5257937
Sweden,67161.99,55764.6,2019-09-20,Electronics,"Lubowitz, Mclaughlin And Erdman",Maxie Marrow,Tarrah Castelletti,Pc,22-7587128
Ireland,168178.03,142665.42,2020-04-29,Clothing,Walter Llc,Glenine Suttaby,Bunnie Tonbridge,Pc,36-7597839
Sweden,42611.78,35755.54,2020-03-12,Clothing,Walter Llc,Maxie Marrow,Tarrah Castelletti,Mobile,16-2824654
Sweden,166507.76,143896.01,2020-08-27,Accessories,Labadie And Sons,Maxie Marrow,Madelon Bront,Pc,49-1743669
Spain,131409.9,115325.33,2020-11-15,Electronics,Mcclure Inc,Emalia Dinse,Bertha Walbrook,Pc,48-7252604
Portugal,133072.0,108600.06,2020-10-28,Outdoors,O'Connell-Mitchell,Celine Tumasian,Corene Shirer,Pc,07-1769568
Finland,180250.02,147354.39,2019-06-03,Electronics,"Hartmann, Hane And Pfannerstill",Hube Corey,Mellicent Mattys,Pc,57-5645459
Portugal,48090.78,42040.96,2020-03-19,Books,Kihn Inc,Celine Tumasian,Corene Shirer,Pc,13-0740797
Sweden,168530.22,136981.36,2020-05-16,Appliances,West-Cummings,Maxie Marrow,Tarrah Castelletti,Pc,34-9966345
Sweden,36785.28,30546.5,2019-08-31,Appliances,Johns And Sons,Maxie Marrow,Anita Woakes,Pc,91-6738094
Ireland,126409.18,104692.08,2020-10-04,Smartphones,Dibbert Inc,Glenine Suttaby,Bunnie Tonbridge,Pc,32-9007470
Portugal,49990.72,42927.03,2020-01-04,Electronics,"Rowe, Hermiston And Kessler",Celine Tumasian,Smitty Culverhouse,Pc,68-6382353
Sweden,36644.05,30491.51,2020-11-20,Clothing,Larkin-Collier,Maxie Marrow,Caro Morfield,Pc,88-5406813
Sweden,115226.8,94336.18,2019-05-15,Beauty,Wisoky Inc,Maxie Marrow,Tarrah Castelletti,Pc,42-2765593
Finland,154078.75,131336.73,2020-09-05,Books,"Lueilwitz, Kerluke And Lesch",Hube Corey,Wat Bowkley,Pc,76-0724533
Bulgaria,80328.16,65836.96,2020-09-23,Games,"Hermiston, Simonis And Wisoky",Charil Alpe,Bernadine Fullagar,Pc,45-3965395
Portugal,99832.12,84128.53,2019-05-15,Appliances,Romaguera-Haley,Celine Tumasian,Aurelie Wren,Pc,46-6126203
Finland,133057.07,113351.32,2020-05-03,Other,Romaguera-Dietrich,Hube Corey,Wat Bowkley,Pc,27-7554919
Ireland,80719.44,64422.19,2019-02-09,Appliances,Johns And Sons,Glenine Suttaby,Bunnie Tonbridge,Pc,59-1230573
France,124534.96,107012.89,2020-07-18,Books,"Dickinson, Hyatt And Berge",Othello Bowes,Maighdiln Upcraft,Pc,45-2229786
Sweden,67611.54,56191.95,2019-10-30,Clothing,Kihn Inc,Maxie Marrow,Caro Morfield,Pc,62-7218897
France,132760.25,105039.91,2020-01-07,Beauty,"Swaniawski, Runolfsson And Green",Othello Bowes,Crysta Halls,Pc,55-4161787
France,177802.7,155079.51,2019-07-18,Other,Larkin-Collier,Othello Bowes,Amelina Piscopiello,Pc,56-2537757
Bulgaria,98963.03,80367.88,2020-10-12,Accessories,Wyman Group,Charil Alpe,Bernadine Fullagar,Pc,20-0021649
Bulgaria,126582.5,103683.73,2020-02-17,Beauty,"Rowe, Hermiston And Kessler",Charil Alpe,Bernadine Fullagar,Pc,93-2627296
Portugal,141965.11,119193.91,2019-09-18,Beauty,Friesen And Sons,Celine Tumasian,Hortense Gerring,Pc,56-2408571
Ireland,167301.52,147074.77,2019-05-06,Outdoors,"Christiansen, Donnelly And Bechtelar",Glenine Suttaby,Bunnie Tonbridge,Pc,80-3206606
France,133985.91,116741.92,2019-01-15,Clothing,Kihn Inc,Othello Bowes,Amelina Piscopiello,Pc,48-3190394
France,91540.03,74916.36,2019-09-09,Clothing,Kihn Inc,Othello Bowes,Ora Grennan,Pc,38-6130023
Uk,146055.05,117822.61,2019-10-07,Clothing,"Hartmann, Hane And Pfannerstill",Jessamine Apark,Winny Agnolo,Tablet,38-2969743
Sweden,113586.11,91641.27,2019-02-19,Outdoors,Labadie And Sons,Maxie Marrow,Tarrah Castelletti,Mobile,48-8166416
Ireland,135662.46,116764.68,2020-05-02,Beauty,Corwin And Sons,Glenine Suttaby,Palm Wetherald,Pc,33-4102367
Portugal,113781.45,91104.81,2019-10-08,Books,"Bashirian, Okuneva And Bechtelar",Celine Tumasian,Aurelie Wren,Pc,44-5240815
France,111462.88,94130.4,2020-09-03,Outdoors,Romaguera-Dietrich,Othello Bowes,Avrit Chanders,Tablet,70-9378988
Uk,34748.75,27475.84,2020-09-27,Smartphones,Wiza And Sons,Jessamine Apark,Genevra Charrisson,Tablet,84-9385946
Uk,137306.45,108732.98,2020-09-04,Books,Gislason-Stanton,Jessamine Apark,Winny Agnolo,Pc,00-1210718
Portugal,148212.23,123030.97,2019-09-10,Clothing,Corwin And Sons,Celine Tumasian,Brynn Dempster,Pc,92-7917751
Portugal,159057.92,139923.25,2020-10-24,Smartphones,Johns And Sons,Celine Tumasian,Brynn Dempster,Pc,91-3344544
Sweden,146226.36,117916.94,2020-10-18,Smartphones,"Farrell, Swaniawski And Crist",Maxie Marrow,Alyosha Meah,Pc,28-1840061
Portugal,201537.12,166127.05,2020-06-10,Outdoors,Connelly-Mohr,Celine Tumasian,Brynn Dempster,Pc,20-7532198
Portugal,242192.19,213104.91,2019-07-02,Accessories,"Schowalter, Lesch And Beahan",Celine Tumasian,Smitty Culverhouse,Pc,96-7618409
Luxembourg,172397.66,139986.9,2019-01-27,Clothing,Johns And Sons,Ilsa Kob,Jocelyn Laurentino,Pc,47-8186791
Belgium,152370.57,128478.86,2019-11-20,Games,"Swaniawski, Runolfsson And Green",Lambert Norheny,Collin Mackness,Pc,61-8262308
Portugal,137419.3,117658.4,2020-05-15,Games,Hane Inc,Celine Tumasian,Smitty Culverhouse,Mobile,39-1945268
France,67594.1,54920.21,2019-09-26,Other,"Rowe, Hermiston And Kessler",Othello Bowes,Amelina Piscopiello,Pc,70-1769929
Luxembourg,72002.26,56996.99,2019-01-17,Appliances,Mcglynn-Prosacco,Ilsa Kob,Jocelyn Laurentino,Pc,65-0414599
France,159926.16,126453.61,2020-09-12,Beauty,Mcglynn-Prosacco,Othello Bowes,Ora Grennan,Mobile,44-0517932
France,65193.88,53113.45,2019-10-04,Beauty,Friesen And Sons,Othello Bowes,Maighdiln Upcraft,Pc,74-1131921
Portugal,105374.44,89779.02,2020-02-18,Electronics,Stehr Llc,Celine Tumasian,Brynn Dempster,Pc,74-8625042
Uk,83097.4,68148.18,2019-03-22,Clothing,Corwin And Sons,Jessamine Apark,Jay Morefield,Tablet,36-0185776
Sweden,139682.07,113212.32,2020-01-18,Games,Tromp Llc,Maxie Marrow,Anita Woakes,Pc,98-4157323
France,81095.39,64316.75,2020-09-08,Games,"Murray, Reichel And Nolan",Othello Bowes,Avrit Chanders,Pc,36-8783637
Bulgaria,91108.56,74089.48,2020-06-24,Appliances,Stehr Llc,Charil Alpe,Shermy Mcgready,Pc,34-0286364
Luxembourg,47182.43,40576.89,2020-02-21,Smartphones,Kirlin And Sons,Ilsa Kob,Jocelyn Laurentino,Pc,82-0533747
Finland,161984.91,138237.92,2020-06-08,Appliances,Romaguera-Dietrich,Hube Corey,Mellicent Mattys,Pc,59-9184649
Sweden,116548.17,92119.67,2020-05-05,Clothing,Johns And Sons,Maxie Marrow,Anita Woakes,Pc,03-3136289
Portugal,138764.6,111414.1,2020-05-10,Appliances,Johns And Sons,Celine Tumasian,Brynn Dempster,Pc,79-6676714
France,148405.47,128845.63,2019-10-27,Electronics,Johns And Sons,Othello Bowes,Amelina Piscopiello,Pc,82-1082124
Netherlands,138249.77,120277.3,2019-08-09,Games,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,Pc,79-1331359
Portugal,115718.87,100640.7,2019-04-24,Electronics,Hilll-Vandervort,Celine Tumasian,Aurelie Wren,Pc,84-7042200
Portugal,194326.7,169005.93,2019-07-07,Books,Johns And Sons,Celine Tumasian,Hortense Gerring,Mobile,42-5303223
France,38648.72,32368.3,2020-12-04,Beauty,"Leffler, Prohaska And Streich",Othello Bowes,Crysta Halls,Tablet,04-6732680
Sweden,58010.14,46089.06,2019-09-11,Appliances,"Bashirian, Okuneva And Bechtelar",Maxie Marrow,Tarrah Castelletti,Pc,84-9167618
France,82697.53,69548.62,2020-08-12,Games,Kihn Inc,Othello Bowes,Avrit Chanders,Pc,47-5319780
Sweden,68086.96,58759.05,2019-11-26,Electronics,Stamm-Zulauf,Maxie Marrow,Tarrah Castelletti,Pc,20-1013432
Bulgaria,111106.06,93195.76,2020-11-11,Games,"Hermiston, Simonis And Wisoky",Charil Alpe,Bernadine Fullagar,Pc,87-5540520
Portugal,227830.33,182173.13,2020-06-10,Books,O'Connell-Mitchell,Celine Tumasian,Aurelie Wren,Pc,59-3526945
France,87355.7,74584.3,2019-02-03,Smartphones,Smith Group,Othello Bowes,Crysta Halls,Pc,33-4706706
France,164267.72,139069.05,2020-10-08,Appliances,Hilll-Vandervort,Othello Bowes,Crysta Halls,Pc,51-9052860
Uk,92179.76,74794.66,2020-07-25,Beauty,"Dickinson, Hyatt And Berge",Jessamine Apark,Jay Morefield,Tablet,99-9021526
Sweden,124093.76,105231.51,2019-10-15,Electronics,Armstrong-Little,Maxie Marrow,Anita Woakes,Pc,87-0122224
Uk,66391.58,52635.24,2019-12-04,Clothing,Friesen And Sons,Jessamine Apark,Winny Agnolo,Mobile,88-1711226
France,197471.1,162577.96,2019-06-28,Appliances,Johns And Sons,Othello Bowes,Crysta Halls,Pc,59-5711012
Uk,122627.2,100284.52,2019-05-12,Clothing,Wiza And Sons,Jessamine Apark,Winny Agnolo,Pc,65-0792739
Uk,159052.7,127926.09,2019-06-01,Games,Stamm Inc,Jessamine Apark,Genevra Charrisson,Pc,75-7245546
Portugal,85515.6,67959.25,2019-10-13,Games,Larkin-Collier,Celine Tumasian,Brynn Dempster,Pc,05-0243828
Portugal,42847.46,34757.86,2020-10-22,Accessories,Morissette Group,Celine Tumasian,Aurelie Wren,Pc,14-9919657
France,125499.82,100977.16,2019-04-08,Beauty,"Spencer, Rogahn And Muller",Othello Bowes,Ora Grennan,Pc,47-9191500
Finland,222379.49,192869.73,2019-07-10,Beauty,Labadie And Sons,Hube Corey,Mellicent Mattys,Mobile,51-3543971
Portugal,85390.17,74400.46,2019-01-25,Electronics,Stamm-Zulauf,Celine Tumasian,Brynn Dempster,Pc,14-4225824
Portugal,97514.7,80790.93,2020-02-12,Appliances,Tillman And Sons,Celine Tumasian,Hortense Gerring,Pc,88-1349718
Uk,87321.89,69254.99,2019-01-17,Electronics,Tillman And Sons,Jessamine Apark,Winny Agnolo,Mobile,62-5120016
Sweden,205059.8,173029.46,2020-06-23,Electronics,Stehr-Bogan,Maxie Marrow,Caro Morfield,Pc,19-4538571
Portugal,105833.52,85312.4,2019-03-20,Smartphones,Mcglynn-Prosacco,Celine Tumasian,Corene Shirer,Pc,01-1212783
France,40043.11,35109.8,2020-09-07,Appliances,Romaguera-Haley,Othello Bowes,Ora Grennan,Pc,58-8728288
Portugal,57859.08,47756.88,2019-12-08,Books,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,Mobile,95-2190016
France,132235.46,114132.43,2020-06-01,Books,"Zieme, Bailey And Herzog",Othello Bowes,Ora Grennan,Pc,95-4388709
Uk,33724.53,26770.53,2020-01-30,Beauty,Gorczany-Lehner,Jessamine Apark,Winny Agnolo,Mobile,57-8678621
Ireland,36070.76,29339.96,2019-05-17,Other,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,Mobile,22-4278602
Sweden,39457.34,32793.0,2020-10-20,Beauty,Morissette Group,Maxie Marrow,Anita Woakes,Pc,98-3280428
Italy,38536.92,32001.06,2020-05-28,Books,"Spencer, Rogahn And Muller",Piggy Roscrigg,Joshua Prevost,Mobile,61-4366487
France,173829.96,149824.04,2019-09-23,Beauty,Dibbert Inc,Othello Bowes,Amelina Piscopiello,Pc,55-2128150
Portugal,37521.39,29701.93,2020-01-18,Beauty,Friesen-Rath,Celine Tumasian,Hortense Gerring,Pc,60-0610487
Portugal,119409.43,102656.29,2019-06-25,Electronics,"Spencer, Rogahn And Muller",Celine Tumasian,Hortense Gerring,Pc,02-9253490
Denmark,248261.86,206727.65,2019-12-22,Smartphones,Gleichner-Green,Modestia Byfford,Case Desorts,Pc,65-2343846
Uk,96669.92,76475.57,2020-12-27,Appliances,Johns And Sons,Jessamine Apark,Winny Agnolo,Mobile,20-0499139
France,264149.91,208757.67,2020-12-20,Smartphones,"Schmitt, Purdy And Johnson",Othello Bowes,Avrit Chanders,Pc,32-3994860
Portugal,216863.04,175355.45,2019-07-24,Beauty,"Dickinson, Hyatt And Berge",Celine Tumasian,Corene Shirer,Tablet,72-7973717
France,140943.88,120633.87,2020-05-28,Appliances,Armstrong-Little,Othello Bowes,Avrit Chanders,Tablet,77-0650807
Luxembourg,82525.61,68446.74,2019-03-01,Clothing,Johns And Sons,Ilsa Kob,Jocelyn Laurentino,Pc,34-5150360
Portugal,19622.59,17148.18,2020-03-06,Clothing,"Fisher, Morar And Skiles",Celine Tumasian,Aurelie Wren,Pc,73-4726386
Sweden,263713.12,216165.64,2020-06-30,Electronics,"Schmitt, Purdy And Johnson",Maxie Marrow,Tarrah Castelletti,Pc,78-6165949
Portugal,284298.56,229656.38,2020-07-03,Clothing,Stehr Llc,Celine Tumasian,Corene Shirer,Pc,74-0191565
Sweden,98320.37,77722.25,2020-08-23,Games,Konopelski Llc,Maxie Marrow,Tarrah Castelletti,Tablet,02-3364199
Uk,128112.26,104975.19,2020-12-09,Books,Hessel-Stiedemann,Jessamine Apark,Jay Morefield,Pc,39-8642490
France,110878.97,90588.12,2020-02-06,Appliances,Konopelski Llc,Othello Bowes,Amelina Piscopiello,Pc,50-8357453
Sweden,66225.71,52437.52,2020-09-05,Books,Larkin-Collier,Maxie Marrow,Alyosha Meah,Pc,68-6900528
Uk,73727.91,64047.44,2020-10-11,Books,Romaguera-Haley,Jessamine Apark,Winny Agnolo,Pc,92-5154775
Denmark,22164.96,17938.1,2019-03-14,Books,Wyman Group,Modestia Byfford,Case Desorts,Pc,60-7777080
France,151855.04,129486.79,2019-01-16,Electronics,Considine-Fisher,Othello Bowes,Amelina Piscopiello,Pc,54-1473475
Finland,106115.85,93063.6,2020-02-15,Electronics,Johns And Sons,Hube Corey,Mellicent Mattys,Tablet,51-4531731
France,89369.0,72889.36,2020-01-02,Smartphones,"Swaniawski, Runolfsson And Green",Othello Bowes,Ora Grennan,Pc,20-6735303
Sweden,106076.67,84765.87,2019-10-10,Electronics,Romaguera-Haley,Maxie Marrow,Madelon Bront,Mobile,97-5858605
Netherlands,23290.84,19147.4,2019-02-25,Electronics,Konopelski Llc,Denice Amberg,Nero Harbisher,Pc,02-2183787
France,83340.04,73264.23,2020-05-18,Clothing,Johns And Sons,Othello Bowes,Amelina Piscopiello,Pc,65-5818172
Denmark,39287.29,31708.77,2019-03-15,Games,Tillman And Sons,Modestia Byfford,Cobby Andersen,Pc,03-8586261
Bulgaria,124611.61,107776.58,2020-09-19,Electronics,Wiza And Sons,Charil Alpe,Shermy Mcgready,Pc,86-0928074
France,147055.1,126114.45,2019-04-15,Games,Friesen-Rath,Othello Bowes,Crysta Halls,Pc,77-1100434
Ireland,130242.41,113050.41,2020-12-30,Smartphones,Johns And Sons,Glenine Suttaby,Palm Wetherald,Pc,70-7426559
France,34771.79,28509.39,2020-03-19,Smartphones,"Rowe, Hermiston And Kessler",Othello Bowes,Maighdiln Upcraft,Pc,45-5963143
Portugal,201573.23,166116.5,2019-12-05,Games,Schuster Inc,Celine Tumasian,Corene Shirer,Mobile,94-3590580
Sweden,71119.23,59220.98,2019-03-09,Books,Johns And Sons,Maxie Marrow,Alyosha Meah,Pc,52-5981325
Portugal,115538.34,99686.48,2020-01-28,Games,Larkin-Collier,Celine Tumasian,Smitty Culverhouse,Pc,74-7472724
Portugal,144237.38,116111.09,2020-11-05,Books,Johns And Sons,Celine Tumasian,Hortense Gerring,Pc,03-3965480
Uk,91561.49,78266.76,2019-03-25,Books,Armstrong-Little,Jessamine Apark,Winny Agnolo,Pc,64-4188827
Sweden,233858.47,185543.31,2020-06-02,Beauty,Romaguera-Dietrich,Maxie Marrow,Alyosha Meah,Pc,66-5572109
Uk,256388.08,212058.58,2019-12-05,Appliances,Tromp Llc,Jessamine Apark,Jay Morefield,Mobile,44-2994974
Uk,125099.05,108473.39,2020-03-05,Books,Dibbert Inc,Jessamine Apark,Genevra Charrisson,Pc,30-7981953
Uk,121246.32,104005.09,2020-05-30,Books,Altenwerth-Konopelski,Jessamine Apark,Winny Agnolo,Pc,82-9740062
Finland,28538.19,24970.92,2019-05-27,Games,Hilll-Vandervort,Hube Corey,Wat Bowkley,Pc,28-7069317
France,89930.18,78005.44,2020-03-26,Other,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,Pc,65-0441590
Sweden,170457.8,142809.54,2020-08-14,Accessories,"Shanahan, Schaden And Parker",Maxie Marrow,Anita Woakes,Pc,60-1991659
Uk,166380.74,146049.01,2020-06-23,Smartphones,Labadie And Sons,Jessamine Apark,Genevra Charrisson,Pc,15-2948501
France,116328.75,93365.45,2019-09-27,Appliances,"Schowalter, Lesch And Beahan",Othello Bowes,Crysta Halls,Pc,02-6830973
Germany,230765.62,195435.4,2019-07-18,Beauty,Johns And Sons,Rickard Doogood,Casie Macbain,Pc,70-0112393
Portugal,152442.32,122258.74,2020-10-06,Electronics,Johns And Sons,Celine Tumasian,Aurelie Wren,Pc,04-6161825
Sweden,325331.99,264592.51,2019-12-23,Games,Altenwerth-Konopelski,Maxie Marrow,Caro Morfield,Mobile,57-4142025
Uk,56768.43,47384.61,2019-04-22,Games,Kihn Inc,Jessamine Apark,Winny Agnolo,Pc,84-9254695
Portugal,147895.45,120416.48,2019-07-01,Clothing,Wisoky Inc,Celine Tumasian,Hortense Gerring,Mobile,17-1884075
Ireland,57107.26,48232.79,2020-02-13,Outdoors,Altenwerth-Konopelski,Glenine Suttaby,Bunnie Tonbridge,Mobile,49-6263811
France,85337.78,72306.7,2020-02-04,Appliances,"Lubowitz, Mclaughlin And Erdman",Othello Bowes,Crysta Halls,Mobile,78-6287811
France,162199.24,130878.57,2020-06-22,Appliances,West-Cummings,Othello Bowes,Avrit Chanders,Pc,75-1807214
Sweden,128208.95,111746.92,2020-07-31,Appliances,Dibbert Inc,Maxie Marrow,Alyosha Meah,Pc,72-1300449
Germany,86669.23,71580.12,2020-03-18,Appliances,Hessel-Stiedemann,Rickard Doogood,Casie Macbain,Pc,22-4332301
Ireland,117288.29,94546.09,2019-07-04,Clothing,Johns And Sons,Glenine Suttaby,Palm Wetherald,Pc,42-2477150
France,57292.84,45908.75,2019-10-03,Electronics,"Zieme, Bailey And Herzog",Othello Bowes,Ora Grennan,Pc,18-5234470
Portugal,110441.89,90970.98,2020-01-04,Beauty,"Heaney, Gulgowski And Kshlerin",Celine Tumasian,Hortense Gerring,Tablet,74-4541594
Uk,53801.73,46785.98,2019-09-28,Games,Johns And Sons,Jessamine Apark,Jay Morefield,Pc,16-6855831
Uk,308763.51,245714.0,2020-12-04,Outdoors,Kihn Inc,Jessamine Apark,Winny Agnolo,Pc,46-5327740
Portugal,87409.49,70548.2,2020-11-29,Games,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,Pc,06-4416964
Denmark,31936.44,27708.06,2020-09-17,Books,"Hartmann, Hane And Pfannerstill",Modestia Byfford,Cobby Andersen,Pc,46-6076582
Sweden,45463.65,36907.39,2020-08-29,Clothing,Schuster Inc,Maxie Marrow,Alyosha Meah,Pc,38-1449694
Sweden,112909.4,93940.62,2019-04-25,Clothing,Johns And Sons,Maxie Marrow,Madelon Bront,Pc,39-3557596
Portugal,126346.44,103970.49,2019-04-08,Smartphones,Johns And Sons,Celine Tumasian,Corene Shirer,Pc,26-9990483
Portugal,109713.84,95769.21,2020-05-07,Smartphones,"Bashirian, Okuneva And Bechtelar",Celine Tumasian,Aurelie Wren,Pc,31-7075495
Netherlands,200472.46,170181.07,2020-06-19,Electronics,Wiza And Sons,Denice Amberg,Nero Harbisher,Pc,98-5774102
France,35214.85,27985.24,2019-03-13,Electronics,"Lueilwitz, Kerluke And Lesch",Othello Bowes,Ora Grennan,Pc,46-5580805
Ireland,161630.62,133991.78,2019-04-04,Appliances,Friesen-Rath,Glenine Suttaby,Palm Wetherald,Pc,39-6568658
Portugal,179184.12,142433.46,2020-05-08,Appliances,"Hamill, Kulas And Roob",Celine Tumasian,Brynn Dempster,Pc,85-1464621
Sweden,80867.18,63982.11,2019-02-12,Books,Dibbert Inc,Maxie Marrow,Anita Woakes,Pc,86-6763776
France,96613.06,79242.03,2019-04-24,Books,Johns And Sons,Othello Bowes,Ora Grennan,Pc,03-7559332
Portugal,89600.45,70811.24,2020-01-21,Games,Wisoky Inc,Celine Tumasian,Smitty Culverhouse,Pc,36-7939842
Portugal,41921.61,34773.98,2020-11-28,Games,Gislason-Stanton,Celine Tumasian,Hortense Gerring,Tablet,38-7603760
Uk,151012.12,126080.02,2020-08-25,Accessories,Johns And Sons,Jessamine Apark,Jay Morefield,Pc,11-5630090
Portugal,112481.44,96700.29,2020-04-11,Electronics,"Dickinson, Hyatt And Berge",Celine Tumasian,Hortense Gerring,Mobile,97-6414953
France,90228.68,77966.6,2019-01-27,Electronics,Wiza And Sons,Othello Bowes,Avrit Chanders,Pc,64-9816105
Uk,141552.4,122994.88,2019-09-17,Beauty,"Dickinson, Hyatt And Berge",Jessamine Apark,Winny Agnolo,Pc,59-0893568
Uk,29783.39,23719.49,2019-11-27,Books,"Schmitt, Purdy And Johnson",Jessamine Apark,Winny Agnolo,Pc,18-0945763
Sweden,149938.71,131541.23,2020-12-24,Books,Walter Llc,Maxie Marrow,Madelon Bront,Pc,26-1771681
Sweden,103839.74,90683.24,2020-08-23,Books,Schoen-Keeling,Maxie Marrow,Tarrah Castelletti,Pc,57-6427586
Portugal,30550.32,25457.58,2019-05-31,Beauty,"Farrell, Swaniawski And Crist",Celine Tumasian,Smitty Culverhouse,Mobile,73-3910940
Sweden,24787.65,20454.77,2019-02-12,Other,"Lueilwitz, Kerluke And Lesch",Maxie Marrow,Caro Morfield,Pc,34-8728117
France,122468.33,103032.61,2020-09-08,Electronics,Johns And Sons,Othello Bowes,Avrit Chanders,Mobile,53-7680732
Sweden,137026.71,120117.61,2020-08-26,Smartphones,Mcglynn-Bergstrom,Maxie Marrow,Anita Woakes,Pc,86-6380587
Finland,132246.48,106841.93,2019-01-02,Games,Friesen-Rath,Hube Corey,Mellicent Mattys,Pc,95-1862126
Portugal,111551.96,89420.05,2020-01-06,Clothing,Wunsch Llc,Celine Tumasian,Aurelie Wren,Pc,41-6241712
France,127946.33,111850.68,2019-09-09,Beauty,"Hamill, Kulas And Roob",Othello Bowes,Crysta Halls,Pc,32-3418936
Sweden,78679.6,62416.53,2019-10-12,Games,Stehr Llc,Maxie Marrow,Tarrah Castelletti,Pc,10-1511807
Uk,86071.63,71198.45,2019-11-13,Electronics,Gislason-Stanton,Jessamine Apark,Genevra Charrisson,Tablet,66-6360568
Portugal,134120.38,105981.92,2020-04-30,Games,Mcglynn-Bergstrom,Celine Tumasian,Brynn Dempster,Pc,63-4386955
Spain,77855.47,63545.63,2019-08-13,Outdoors,Goldner-Dibbert,Emalia Dinse,Bertha Walbrook,Pc,77-3226391
Uk,176080.36,153401.21,2019-11-13,Beauty,Tillman And Sons,Jessamine Apark,Jay Morefield,Pc,74-9554997
Portugal,159514.03,138872.91,2020-09-23,Clothing,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,Pc,37-0756560
France,238850.25,199607.15,2019-06-30,Appliances,"Rowe, Hermiston And Kessler",Othello Bowes,Ora Grennan,Pc,19-9649739
Sweden,240940.97,195138.09,2019-12-27,Accessories,Wunsch Llc,Maxie Marrow,Tarrah Castelletti,Pc,91-4735064
Denmark,109892.92,89441.85,2020-05-06,Books,"Lubowitz, Mclaughlin And Erdman",Modestia Byfford,Cobby Andersen,Pc,82-1337530
Germany,86704.08,75380.53,2020-10-05,Books,Tillman And Sons,Rickard Doogood,Casie Macbain,Pc,39-3209780
Ireland,292124.64,245822.88,2019-12-09,Beauty,"Christiansen, Donnelly And Bechtelar",Glenine Suttaby,Palm Wetherald,Pc,18-0483044
Bulgaria,122998.65,97476.43,2020-01-28,Games,Armstrong-Little,Charil Alpe,Bernadine Fullagar,Pc,70-0044622
Sweden,50646.66,43039.53,2020-04-01,Clothing,Johns And Sons,Maxie Marrow,Madelon Bront,Pc,43-1236055
Sweden,89639.28,77788.97,2019-01-25,Clothing,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,Pc,25-6133000
Spain,107359.01,90868.67,2019-10-29,Electronics,Kirlin And Sons,Emalia Dinse,Perri Aldersley,Pc,78-7666796
Luxembourg,148359.68,118480.04,2020-07-23,Games,"Dickinson, Hyatt And Berge",Ilsa Kob,Jocelyn Laurentino,Pc,45-1867999
Finland,177464.83,142717.22,2020-01-25,Outdoors,Gislason-Stanton,Hube Corey,Mellicent Mattys,Pc,97-5797169
Portugal,168757.23,136895.86,2020-08-24,Appliances,Labadie And Sons,Celine Tumasian,Aurelie Wren,Pc,31-6585710
France,19814.86,16787.15,2020-03-20,Appliances,"Murray, Reichel And Nolan",Othello Bowes,Avrit Chanders,Pc,84-0460695
Belgium,46311.34,40564.1,2020-03-01,Accessories,"Heaney, Gulgowski And Kshlerin",Lambert Norheny,Collin Mackness,Pc,20-4568650
France,144927.17,122260.56,2020-09-07,Appliances,Romaguera-Dietrich,Othello Bowes,Crysta Halls,Pc,29-9208067
Netherlands,203231.73,163052.82,2019-12-23,Books,Schuster Inc,Denice Amberg,Nero Harbisher,Pc,21-2357660
Portugal,40467.85,34656.67,2020-02-28,Smartphones,"Swaniawski, Runolfsson And Green",Celine Tumasian,Corene Shirer,Tablet,16-3842379
Sweden,85156.7,69479.35,2020-05-19,Beauty,"Lubowitz, Mclaughlin And Erdman",Maxie Marrow,Caro Morfield,Pc,58-5376153
Portugal,66146.57,56145.21,2020-04-07,Electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,Pc,04-1808253
Bulgaria,230669.37,182321.07,2019-06-05,Books,Altenwerth-Konopelski,Charil Alpe,Bernadine Fullagar,Pc,44-9036885
Uk,59043.39,48876.12,2020-10-27,Smartphones,"Murray, Reichel And Nolan",Jessamine Apark,Genevra Charrisson,Pc,35-0548738
Ireland,99887.86,84045.65,2020-03-10,Electronics,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,Pc,64-0103144
Netherlands,214983.15,180413.86,2019-06-11,Beauty,Mcclure Inc,Denice Amberg,Nero Harbisher,Tablet,48-7080069
